Location,Highlight_JP,Note,Highlight_EN,Similarity
1240,私はそれを村の男が植木か何かを載せて縁日へでも出掛けるものと想像した。,縁日,"I heard  a waggon rumbling along the far-away road, and  imagined a villager carrying plants and vegetables to  a local fete.",0.6087418794631958
1286,それでも所々宅地の隅などに、豌豆の蔓を竹にからませたり、金網で鶏を囲い飼いにしたりするのが閑静に眺められた。,豌豆,"Yet at the corners  of 'these houses were tendrils of peas clinging to  bamboo-sticks, or plots for hens covered with wire-  netting, looking quiet and restful.",0.8403564095497131
1286,それでも所々宅地の隅などに、豌豆の蔓を竹にからませたり、金網で鶏を囲い飼いにしたりするのが閑静に眺められた。,金網,"Yet at the corners  of 'these houses were tendrils of peas clinging to  bamboo-sticks, or plots for hens covered with wire-  netting, looking quiet and restful.",0.8403564095497131
1304,私の父の前には善人であったらしい彼らは、父の死ぬや否や許しがたい不徳義漢に変ったのです。,不徳義漢,"They, who seem-  ed to be honest before my father, soon after his  death, became wicked, unforgivably wicked.",0.8094999194145203
1352,卒業式の日、私は黴臭くなった古い冬服を行李の中から出して着た。,行李,"On  the graduation day, I put on an old winter suit,  which smelt of mould from its long residence in a  basket-trunk.",0.7973490953445435
1354,私は風の通らない厚羅紗の下に密封された自分の身体を持て余した。,厚羅紗,"While I stood, the handkerchief which I held was  dripping with moisture.",0.6423524022102356
1366,先生のうちで飯を食うと、きっとこの西洋料理店に見るような白いリンネルの上に、箸や茶碗が置かれた。,箸,"When-  ever I took dinner at his house, they always placed  the bowls and fuxshi 1 on the white linen cloth as  was the custom in foreign restaurants.",0.5545615553855896
1366,先生のうちで飯を食うと、きっとこの西洋料理店に見るような白いリンネルの上に、箸や茶碗が置かれた。,茶碗,"When-  ever I took dinner at his house, they always placed  the bowls and fuxshi 1 on the white linen cloth as  was the custom in foreign restaurants.",0.5545615553855896
1374,奥さんは「でも着物などは、それほど気にしないようですよ」と答えた事があった。,着物,But that  fancy was not very flattering to her.,0.6674745678901672
1381,「お目出とう」といって、先生が私のために杯を上げてくれた。私はこの盃に対してそれほど嬉しい気を起さなかった。,盃,"“ Congratulations,” the sensei said, and raised  his cup to me.",0.6833930015563965
1381,「お目出とう」といって、先生が私のために杯を上げてくれた。私はこの盃に対してそれほど嬉しい気を起さなかった。,杯,"“ Congratulations,” the sensei said, and raised  his cup to me.",0.6833930015563965
1405,奥さんは下女を呼んで食卓を片付けさせた後へ、改めてアイスクリームと水菓子を運ばせた。,アイスクリーム,"Only to-night it’s rather warm.”   She called the maid, who cleared away the table,  and brought ice-cream and fruit instead.",0.7560925483703613
1405,奥さんは下女を呼んで食卓を片付けさせた後へ、改めてアイスクリームと水菓子を運ばせた。,水菓子,"Only to-night it’s rather warm.”   She called the maid, who cleared away the table,  and brought ice-cream and fruit instead.",0.7560925483703613
1488,先生は手に持った団扇をわざとばたばたいわせた。,団扇,He replied that he was intending to be-  come a teacher at one of the night schools.,0.5805693864822388
1493,「古本屋に売るさ」,古本屋,"But I don’t need your foreign  books, do 1 1 ”   “ You can sell them to a second-hand book-  seller.”   “ How much could I get for them ?",0.567959725856781
1500,縁喜でもない。,縁起,"“ O well, it is nothing to be so happy about.",0.6846907138824463
1505,玄関と門の間にあるこんもりした木犀の一株が、私の行手を塞ぐように、夜陰のうちに枝を張っていた。,木犀,"The dense fragrant olive between the entrance-  door and the gate stretched its branches in the dark,  as if trying to block my way.",0.7389726042747498
1523,私は電車の中で汗を拭きながら、他の時間と手数に気の毒という観念をまるでもっていない田舎者を憎らしく思った。,田舎者,"Wiping my perspiring face in the  electric-car, I hated those countrymen who did not  feel a bit sorry for taking my time and troubling me  so much.",0.6790159940719604
1527,私は半日を丸善の二階で潰す覚悟でいた。,丸善,"I stood, as if my feet  had been rooted to the floor.",0.5806098580360413
