Location,Highlight_JP,Note,Highlight_EN,Similarity,注釈,文化的要素の英訳句/語,ヴィネイとダルベルネの翻訳7分類,ベネットの異文化感受性モデル,備考
620,その時生垣の向うで金魚売りらしい声がした。,金魚売り,"As he spoke, a voice which seemed to be a goldfish vendor's was heard from across the hedge.",0.5642588735,,goldfish vendor,Calque,適応,「金魚売り」を「goldfish vendor」と語義的に直訳（カルク）し、日本的な行商人の機能をターゲット読者が理解できるよう適応させている。
624,黙って針仕事か何かしている奥さんの耳に私の話し声が聞こえるという事も知っていた。,針仕事,"I knew that my words could  be plainly heard by his wife, sitting in the next room,  busy with needle-work or some other feminine task.",0.7641642094,,needle-work or some other feminine task,Amplification,適応,原文「針仕事」を「needle-work or some other feminine task」と増幅し、奥さんの行為が「女性的な仕事」であると補足することで、読者が文化的機能を理解できるよう適応させている。
628,自分を呪うより外に仕方がないの,呪う,"The only thing that such a man can do, is to curse himself.",0.629938066,,curse,Established equivalent,最小化,原文「自分を呪う」の「呪う」を「curse」という定着した等価表現で訳し、日本語特有の強い自己否定の感情を、普遍的な人間の内面的な葛藤として提示し、文化差を最小化している。
632,すると襖の陰で「あなた」という奥さんの声が二度聞こえた。,襖の陰で,But just then we heard his wife calling him twice behind the sliding-doors.,0.6474490166,,behind the sliding-doors,Generalization,最小化,「襖の陰で」を「behind the sliding-doors」と訳すことで、「襖」という日本特有の建具を「sliding-doors」という一般的な「引き戸」に一般化し、文化固有の差異を普遍的な機能に最小化している。
676,その頃は日の詰って行くせわしない秋に、誰も注意を惹かれる肌寒の季節であった。,秋,"It was late autumn, and in these chilly days, no one could be indifferent to the atomosphere of bustle which attended the shortening day.",0.8380932808,,late autumn,Particularization,適応,「秋」を「late autumn」と具体化し、原文「日の詰まって行く」という季節の進行を訳語に反映させ、読者が機能的に理解できるよう適応している。
676,その頃は日の詰って行くせわしない秋に、誰も注意を惹かれる肌寒の季節であった。,肌寒い,"It was late autumn, and in these chilly days, no one could be indifferent to the atomosphere of bustle which attended the shortening day.",0.8380932808,,chilly days,Established equivalent,最小化,原文「肌寒い」を「chilly days」と訳し、日本語特有の軽い寒さの感覚を英語の普遍的な等価語に収束させ、文化差を最小化している。
693,私は畏まったまま烟草を飲んでいた。奥さん～～聞こえた。,煙草を飲む,"I remained in a formal attitude, smoking, and could hear the sensei's wife talking to the maid in the sitting-room.",0.7612641454,,smoking,Literal translation,最小化,原文「煙草を飲む」を「smoking」と直訳し、「飲む」という表現の文化差を普遍的な「喫煙」行為に収束させ、最小化している。
694,私は畏ま～～飲んでいた。奥さんが茶の間で何か下女に話している声が聞こえた。,茶の間,"I remained in a formal attitude, smoking, and could hear the sensei's wife talking to the maid in the sitting-room.",0.6034648418,,the sitting-room,Adaptation,最小化,「茶の間」を「the sitting-room」と置き換えることで、日本固有の生活空間の差異を隠蔽し、ターゲット文化にとって馴染み深く、機能的に共通する空間に収束させ、文化差を最小化している。
694,私は畏ま～～飲んでいた。奥さんが茶の間で何か下女に話している声が聞こえた。,下女,"I remained in a formal attitude, smoking, and could hear the sensei's wife talking to the maid in the sitting-room.",0.6034648418,,the maid,Established equivalent,最小化,原文「下女」を「the maid」という定着した等価語で訳すことで、日本特有の社会的役割を一般的な「使用人」に収束させ、文化差を最小化している。
700,「おや」といって～～私に向けた。そうして客に来た人のように鹿爪らしく控えている私をおかしそうに見た。,鹿爪らしく,"”Why,” she said, looking in, half surprised at me sitting formally like a guest. It seemed to appear ridiculous to her.",0.6826357841,,formally like a guest,Description,適応,「鹿爪らしく」を「formally like a guest」と形態・機能を記述することで、ターゲット読者がその行動の機能的意味を違和感なく理解できるよう適応させている。
709,私は奥さん～～書斎を出た。茶の間には綺麗な長火鉢に鉄瓶が鳴っていた。,長火鉢,"I followed her to the sitting-room, where an  iron tea-kettle was singing pleasantly on a beautifully  polished oblong brazier.",0.5557203889,,oblong brazier,Description,適応,「長火鉢」を「oblong brazier」と形態・機能を記述し、読者が日本の生活様式における機能を理解できるよう適応させている。
709,私は奥さん～～書斎を出た。茶の間には綺麗な長火鉢に鉄瓶が鳴っていた。,鉄瓶,"I followed her to the sitting-room, where an  iron tea-kettle was singing pleasantly on a beautifully  polished oblong brazier.",0.5557203889,,an iron tea-kettle,Calque,適応,「鉄瓶」を「an iron tea-kettle」と語義的に直訳（カルク）し、その素材と機能を示すことで、ターゲット読者が違和感なく機能的役割を理解できるよう適応させている。
724,空の盃でよくああ飽きずに献酬ができると思いますわ,空の盃,I wonder why they don’t get tired offering and taking quite empty cups.,0.5077880621,,empty cups,Literal translation,最小化,「空の盃」を「empty cups」と直訳することで、「盃」という日本独自の酒器の概念を「cup」という普遍的な食器に置き換え、文化差を普遍的な「器」の概念に収束（最小化）させている。
724,空の盃でよくああ飽きずに献酬ができると思いますわ,献酬,I wonder why they don’t get tired offering and taking quite empty cups.,0.5077880621,,offering and taking,Generalization,最小化,原文「献酬」を「offering and taking」という一般的な行為に一般化することで、日本固有の酒席の儀礼としての文化差を薄め、普遍的な動作として提示（最小化）している。
773,けれどもそれは懐かしい春の雲を眺めるような心持で、ただ漠然と夢みていたに過ぎなかった。,春の雲,"But it was like the feeling  which takes possession of us when we look upon  the lovely clouds of spring, a mere indefinite longing.",0.7555196881,,clouds of spring,Literal translation,受容,原文「春の雲」を「clouds of spring」と直訳し、日本の季節感を含む情景描写をそのまま提示することで、読者にその文化差の受容を求めている。
792,下女部屋にいる下女はことりとも音をさせなかった。私は～～忘れてしまった。,下女部屋,"No sound was heard from the maid in the servant's room, and the thought of the thief had disappeared entirely from my mind.",0.6976799965,,servant's room,Literal translation,最小化,「下女部屋」を「servant's room」と直訳することで、日本固有の空間概念を「使用人の部屋」という普遍的な機能に収束させ、文化差を最小化している。
798,奥さんは～～掻き馴らせた。それから水注の水を鉄瓶に注した。鉄瓶は忽ち鳴りを沈めた。,鉄瓶,"She levelled the ashes in the brazier, and poured  water into the iron kettle, which stopped singing at  once.",0.5969341993,,iron kettle,Literal translation,最小化,「鉄瓶」を「iron kettle」と直訳することで、日本文化固有の工芸品としての側面は薄められ、湯沸かし器という普遍的な機能に収束（最小化）させている。
858,下女だけは仮寝でもしていたとみえて、ついに出て来なかった。,下女,"The maid did not appear, she must have been dozing in her room.",0.665410161,,The maid,Established equivalent,最小化,原文「下女」を「the maid」という定着した等価表現で訳すことで、日本固有の歴史的・社会的な背景を含む「下女」の文化差を、両文化に共通する「家事使用人」というより普遍的な概念に収束（最小化）させている。
871,奥さんはそういいながら、先刻出した西洋菓子の残りを、紙に包んで私の手に持たせ,西洋菓子,"So saying, she wrapped up the cakes which I had left, and handed them to me.",0.7242237329,,cakes,Particularization,最小化,「西洋菓子」という広範な「西洋風の菓子」を「cakes」と具体的な菓子に置き換え、日本における「西洋」菓子の文化的含意を普遍的な「菓子」に収束（最小化）させている。
879,私はその翌日午飯を食いに学校から帰ってきて、昨夜机の上に載せて置いた菓子の包みを見ると、すぐその中からチョコレートを塗った鳶色のカステラを出して頰張った。,鳶色,"At noon on the next day,  when I returned from school to take lunch, and  looked at the package of cakes on my desk, I at once  attacked one decorated with chocolate.",0.6535353661,,なし,Reduction,否認,訳文では「鳶色」に相当する色情報が完全に削除されており、文化差の存在を否認（無視）している。
885,それまで繻絆というものを着た事のない私が、シャツの上に黒い襟のかかったものを重ねるようになったのはこの時からであった。,繻絆,"It was after that  that I, who had never worn juban 1 before, began to  wear one with a black collar over my shirt.",0.7592012286,juban:A kind of underwear for Japanese kimono.,juban,Amplification,適応,「繻絆」を「juban」と音写し、注釈で機能説明（A kind of underwear for Japanese kimono）を加えることで、読者が役割を機能的に理解できるよう適応している。
914,先生はこの日あたりの好い室の中へ大きな火鉢を置いて、五徳の上に懸けた金盥から立ち上る湯気で、呼吸の苦しくなるのを防いでいた。,五徳,"There was a huge brazier in this sun-lit room, and with the help of the steam  from the basin boiling on it, the sensei was trying to  ease his breathing.",0.6076392531,,なし,Reduction,否認,「五徳」という文化的要素が訳文で完全に削除されており、文化差の存在を否認している。
914,先生はこの日あたりの好い室の中へ大きな火鉢を置いて、五徳の上に懸けた金盥から立ち上る湯気で、呼吸の苦しくなるのを防いでいた。,金盥,"There was a huge brazier in this sun-lit room, and with the help of the steam  from the basin boiling on it, the sensei was trying to  ease his breathing.",0.6076392531,,basin,Generalization,最小化,原文「金盥」の「金」という材質情報を省き「basin」と一般化することで、固有の差異を薄め、湯気を出す容器という普遍的な概念に収束させている。
926,それを奥の茶簞笥か何かの抽出から出して来た奥さんは、白い半紙の上へ鄭寧に重ねて、「そりゃご心配ですね」といった。,茶箪笥,"When she took the bank-notes out of a some cabinet in the back-room, ”O I am very sorry. You must be anxious about your father.”",0.609552443,,some cabinet in the back-room,Generalization,最小化,「茶簞笥」を「some cabinet in the back-room」と訳し、茶道具収納という特定の家具を一般的な「収納家具」に一般化することで、文化差を薄め、共通概念に収束（最小化）させている。
936,それでも着いた時は、床の上に胡坐をかいて,胡座,"When I reached home, however, he sat cross-legged on his bed,",0.7242524028,,sat cross-legged,Established equivalent,最小化,原文「胡坐をかいて」を「sat cross-legged」という定着した等価表現で訳し、日本固有の座り方の文化差を普遍的な身体動作として最小化している。
940,母は不承無性に太織りの蒲団を畳みながら「お父さんはお前が帰って来たので、急に気が強くおなりなんだよ」といった。,不承無性,"As she reludrantly folded the heavy quilts,  my mother said, “ Your father has become much  brighter since you came back.”",0.7325561047,,reluctantly,Literal translation,最小化,「不承無性」を「reluctantly」と直訳することで、原文の感情的ニュアンスを維持しつつ、日本語固有の四字熟語という形式の差異を普遍的な語彙に収束（最小化）させている。
943,私の兄はある職を帯びて遠い九州にいた。,九州,"My elder brother’s profession took him to faraway Kyushu,",0.7749542594,,Kyushu,Borrowing,受容,原文「九州」を「Kyushu」と借用し、日本の地名としての文化的固有性をそのまま提示することで、読者にその存在の受容を促している。
957,私は先生に手紙を書いて恩借の礼を述べた。正月上京する時に持参するからそれまで待ってくれるようにと断わった。,正月,"I wrote to the sensei, and thanked him for his kindness in lending me the money, and told him that would bring it back when I returned to Tokyo in January.",0.730776906,,January,Generalization,最小化,「正月」という日本固有の新年行事を「January」という一般的な暦月に一般化し、文化的な差異を普遍的な時期の情報に収束（最小化）させている。
957,私は先生に手紙を書いて恩借の礼を述べた。正月上京する時に持参するからそれまで待ってくれるようにと断わった。,上京,"I wrote to the sensei, and thanked him for his kindness in lending me the money, and told him that would bring it back when I returned to Tokyo in January.",0.730776906,,returned to Tokyo,Modulation,最小化,「上京」を「returned to Tokyo」と翻訳することで、東京へ向かう動作を「戻る」という普遍的な視点へと変更（Modulation）し、首都への特別な移動という文化的差異を最小化している。
963,「こんど東京へ行くときには椎茸でも持って行ってお上げ」,東京,”You had better take some dried mushrooms as a present to him when you go to Tokyo next time.”,0.6934876442,,Tokyo,Established equivalent,最小化,「東京」を「Tokyo」という国際的に定着した等価語で訳し、日本固有の地名という文化差を普遍的な「地名」という情報に収束（最小化）させている。
963,「こんど東京へ行くときには椎茸でも持って行ってお上げ」,椎茸,”You had better take some dried mushrooms as a present to him when you go to Tokyo next time.”,0.6934876442,,some dried mushrooms,Generalization,最小化,「椎茸」を「some dried mushrooms」と一般化し、日本固有の食材の具体性を避け、ターゲット文化に共通する普遍的な乾燥キノコとして差異を最小化している。
978,私は退屈な父の相手としてよく将碁盤に向かった。,将棋盤,"In order to amuse my father, I often sat with him at Japanese chess.",0.6620810628,,Japanese chess,Adaptation,適応,原文「将碁盤」を「Japanese chess」と訳し、日本のボードゲームをターゲット文化のチェスに置き換えることで、読者がその機能的役割を理解できるよう適応させている。
979,二人とも無精な性質なので、炬燵にあたったまま、盤を櫓の上へ載せて、駒を動かすたびに、わざわざ手を掛蒲団の下から出すような事をした。,炬燵,"It was so cold that we had no courage to drag ourselves away from the warm sunken fireplace with its wadded covering, so we placed the chess-board on the quilt and played comfortably.",0.4856975675,,the warm sunken fireplace with its wadded covering,Description,適応,原文「炬燵」を「the warm sunken fireplace with its wadded covering」と形態・機能を記述することで、ターゲット読者がその機能的役割を理解できるよう適応させている。
979,二人とも無精な性質なので、炬燵にあたったまま、盤を櫓の上へ載せて、駒を動かすたびに、わざわざ手を掛蒲団の下から出すような事をした。,盤,"It was so cold that we had no courage to drag ourselves away from the warm sunken fireplace with its wadded covering, so we placed the chess-board on the quilt and played comfortably.",0.4856975675,,chess-board,Adaptation,適応,原文の「盤」を「chess-board」と訳し、日本のボードゲームの盤を、ターゲット文化で機能的に理解可能な「チェス盤」に置き換えることで、読者の適応を促している。
979,二人とも無精な性質なので、炬燵にあたったまま、盤を櫓の上へ載せて、駒を動かすたびに、わざわざ手を掛蒲団の下から出すような事をした。,櫓,"It was so cold that we had no courage to drag ourselves away from the warm sunken fireplace with its wadded covering, so we placed the chess-board on the quilt and played comfortably.",0.4856975675,,なし,Reduction,否認,「櫓」という、炬燵の上で将棋盤を高くする台の機能を持つ文化的要素が訳文から完全に削除されており、文化差の存在を否認している。
983,それを母が灰の中から見付け出して、火箸で挟み上げるという滑稽もあった。,火箸,"It was  my mother who usually found them in the ashes, and picked them out with the tongs, which was quite  a ridiculous sight.",0.6908781528,,the tongs,Established equivalent,最小化,原文「火箸」を「the tongs」という定着した等価表現で訳し、日本の特定の文化要素を普遍的な道具の概念に収束させ、文化差を最小化している。
991,私は金や香車を握った拳を頭の上へ伸ばして、時々思い切ったあくびをした。,金,I often stretched my arms and even yawned.,0.6894717813,,なし,Reduction,否認,原文の「金（将棋の駒）」という文化的要素が訳文で完全に削除され、その存在が否認されている。
991,私は金や香車を握った拳を頭の上へ伸ばして、時々思い切ったあくびをした。,香車,I often stretched my arms and even yawned.,0.6894717813,,なし,Reduction,否認,原文の文化的要素である「香車」に対応する語句が英訳に完全に削除されており、その文化差の存在を否認している。
998,それでいて、この将碁を差したがる父は、単なる娯楽の相手としても私には物足りなかった。,将棋,"Yet my father, who loved to  play chess, was unsatisfactory to me even as a companion for games.",0.6482940316,,chess,Adaptation,適応,原文「将碁（将棋）」を「chess」に置き換え、日本文化固有のボードゲームを、ターゲット読者が機能的に理解できる同等の文化要素に適用させている。
1009,私も滞在中にその峠を通り越した。,峠,"My parents' regard, too, passed its height during my stay.",0.6704736352,,passed its height,Modulation,統合,原文「峠」が持つ比喩的・象徴的な意味（ピーク）を、「passed its height」という表現で、視点や認知的カテゴリーを変更し、概念を再構築・融合している。
1010,昔でいうと、儒者の家へ切支丹の臭いを持ち込むように、私の持って帰るものは父とも母とも調和しなかった。,儒者,"Like a Christian bringing the influence of his strange doctrine to a Confucian's home in old days, what I brought from Tokyo did not harmonize with my parents' way of life.",0.6841402054,,Confucian,Established equivalent,最小化,「儒者」を「Confucian」という定着した等価語で訳し、日本固有の文化背景を持つ概念を、より普遍的な思想体系の信奉者という共通概念に収束させることで文化差を最小化している。
1010,昔でいうと、儒者の家へ切支丹の臭いを持ち込むように、私の持って帰るものは父とも母とも調和しなかった。,切支丹,"Like a Christian bringing the influence of his strange doctrine to a Confucian's home in old days, what I brought from Tokyo did not harmonize with my parents' way of life.",0.6841400862,,a Christian bringing the influence of his strange doctrine,Amplification,統合,原文の「切支丹」を「a Christian」と訳しつつ、その「臭い」という比喩を「strange doctrine」と補足（増幅）することで、異質なものの象徴的な意味合いを再構築し、両文化の概念を柔軟に操作している。
1021,東京へ帰ってみると、松飾はいつか取り払われていた。,松飾,"I returned to Tokyo, the gay New Year's decorations had been already removed.",0.7228272557,,the gay New Year's decorations,Generalization,最小化,「松飾」を「the gay New Year's decorations」と一般化し、日本独自の正月飾りを新年の一般的な飾りという上位概念に収束させ、文化差を最小化している。
1021,町は寒い風の吹くに任せて、どこを見てもこれというほどの正月めいた景気はなかった。,正月,"The street was exposed to the chilly wind, and not a vestige of  the New Year gaiety was anywhere to be seen.",0.6703383923,,New Year,Established equivalent,最小化,原文「正月」を「New Year」という定着した等価表現で訳し、日本固有の祝祭を普遍的な「新年」の概念に収束させ、文化差を最小化している。
1071,狼狽した気味の私は、早速先生の所へ出掛けて、私の読まなければならない参考書を聞いた。,狼狽,"In somewhat of a panic, ”I went to see him at onece,and asked him the titles of the books I had to read.”",0.8544415832,,in somewhat of a panic,Established equivalent,最小化,原文「狼狽した気味」を「in somewhat of a panic」という定着した等価表現で訳し、普遍的な感情に収束させ、文化的な差異を最小化している。
1094,私の眼は好事家が骨董でも掘り出す時のように背表紙の金文字をあさった。,好事家,"Like a collector trying to find some curios,I scanned the titles of the books written in gold.",0.5450437069,,collector,Established equivalent,最小化,原文「好事家」を「collector」という定着した等価表現で訳し、日本文化の趣味人を普遍的な「収集家」の概念に収束させ、文化差を最小化している。
1094,私の眼は好事家が骨董でも掘り出す時のように背表紙の金文字をあさった。,骨董,"Like a collector trying to find some curios,I scanned the titles of the books written in gold.",0.5450437069,,curios,Established equivalent,最小化,原文「骨董」を「curios」という定着した等価語で訳し、日本語固有の骨董文化を普遍的な「珍品」という概念に収束させ、文化差を最小化している。
1098,私はついに四月の下旬が来て、やっと予定通りのものを書き上げるまで、先生の敷居を跨がなかった。,敷居,I did not call on the sensei until the end of April when the work was finished.,0.6442409158,,なし,Reduction,否認,原文「敷居」という日本文化固有の言葉が持つ物理的・象徴的意味が訳文から完全に削除され、その存在を否認している。
1101,私の自由になったのは、八重桜の散った枝にいつしか青い葉が霞むように伸び始める初夏の季節であった。,八重桜,"It was at the beginning of summer that I was emancipated from study, when in place of the double cherry-blossoms, a mist of delicate green leaves began to cover the branches.",0.7065207958,,double cherry-blossoms,Calque,適応,「八重桜」を「double cherry-blossoms」と逐語訳的に組み合わせる（カルク）ことで、花の特徴を明確に伝え、読者が文化要素を機能的に理解できるよう適応させている。
1101,私の自由になったのは、八重桜の散った枝にいつしか青い葉が霞むように伸び始める初夏の季節であった。,初夏,"It was at the beginning of summer that I was emancipated from study, when in place of the double cherry-blossoms, a mist of delicate green leaves began to cover the branches.",0.7065207958,,at the beginning of summer,Established equivalent,最小化,キーワード「初夏」を「at the beginning of summer」と定着した等価表現で訳し、日本特有の季節感を普遍的な時期に収束させ文化差を最小化している。
1104,枳殻の垣が黒ずんだ枝の上に、萌るような芽を吹いていたり、柘榴の枯れた幹から、つやつやしい茶褐色の葉が、柔らかそうに日光を映していたりするのが、道々私の眼を引き付けた。,枳殻,"As I walked along, I was  attracted by the fresh buds on the blackish branches  of the hedge of aegle sepiaria, and by the bright  reddish-brown leaves softly reflecting the sunshine  on the bare pomegranate-tree.",0.83161062,,aegle sepiaria,Established equivalent,適応,原文「枳殻」を学名「aegle sepiaria」という定着した等価語で示すことで、日本特有の植物をターゲット読者が機能的に特定し理解できるよう適応させている。
1104,枳殻の垣が黒ずんだ枝の上に、萌るような芽を吹いていたり、柘榴の枯れた幹から、つやつやしい茶褐色の葉が、柔らかそうに日光を映していたりするのが、道々私の眼を引き付けた。,柘榴,"As I walked along, I was  attracted by the fresh buds on the blackish branches  of the hedge of aegle sepiaria, and by the bright  reddish-brown leaves softly reflecting the sunshine  on the bare pomegranate-tree.",0.83161062,,pomegranate-tree,Established equivalent,最小化,「柘榴」を「pomegranate-tree」という定着した等価語で訳し、日本語固有の植物としてではなく、普遍的な植物名として提示することで、文化差を最小化している。
1134,躑躅が燃えるように咲き乱れていた。,躑躅,The flaming azaleas were in full bloom.,0.6193765402,,azaleas,Established equivalent,最小化,「躑躅」を「azaleas」という定着した等価語で訳すことで、日本の固有の花でありつつも、ターゲット文化に共通する植物概念に収束させ、文化差を最小化している。
1135,先生はそのうちで樺色の丈の高いのを指して、「これは霧島でしょう」といった。,霧島,"The sensei pointed to a tall one of orange hue, and said:”I suppose this is kirishima.”.",0.4946670234,,kirishima,Borrowing,受容,原文「霧島」を「kirishima」と音写し、日本固有の名称の文化的差異をそのまま提示し、読者にその受容を求めている。
1137,芍薬も十坪あまり一面に植え付けられていたが、まだ季節が来ないので花を着けているのは一本もなかった。,芍薬,"A garden of peonies covered a plot about twenty feet square, but it was too early for the flowers.",0.5230855942,,peonies,Established equivalent,最小化,原文の「芍薬」を「peonies」という定着した等価語で訳し、日本の特定の植物を普遍的な花の名前として提示することで、文化的な差異を最小化している。
1143,同じ楓の樹でも同じ色を枝に着けているものは一つもなかった。,楓,Not a single leaf had the same colour as another even on one maple-tree.,0.8204889894,,maple-tree,Established equivalent,最小化,「楓」を「maple-tree」という定着した等価表現で訳すことで、日本固有の文脈における「楓」の文化的ニュアンスを強調せず、普遍的な植物の概念に収束させ、文化差を最小化している。
1144,細い杉苗の頂に投げ被せてあった先生の帽子が風に吹かれて落ちた。,杉苗,"There was a breeze, and the sensei’s hat, perched on the top of a young cedar, fell to the ground.",0.6540266871,,young cedar,Generalization,最小化,「杉苗」を「young cedar」と訳し、「苗」という特定の成長段階を「young」という一般的な表現で一般化している。これにより、日本特有の文脈を薄め、普遍的な「若い杉」という共通概念に収束（最小化）させている。
1192,今から予想してかかるような言葉遣いをするのが気に触ったら許してくれたまえ。,言葉遣い,”Forgive me for speaking as if I expected your father to die.,0.6829875708,,speaking as if I expected your father to die,Description,統合,「言葉遣い」が持つ不吉な予言を避ける文化的配慮を、「speaking as if I expected your father to die」と具体的に記述し、その象徴的・比喩的な意味合い（不快感や無礼）をターゲット読者が再構築できるよう両文化の概念を融合している。
1210,縁台の横から後部へ掛けて植え付けてある杉苗の傍に、熊笹が三坪ほど地を隠すように茂って生えていた。,杉苗,"Near the plantation of young cedars beside and behind the bench, bamboo clumps grew about eleven feet square, so think that they seemed to hide the ground.",0.6347866654,,young cedars,Literal translation,最小化,キーワード「杉苗」を「young cedars」と直訳することで、日本固有の植物種「杉」の「苗木」という情報を、普遍的な「若い杉の木」という概念に収束させ、文化差を最小化している。
1210,縁台の横から後部へ掛けて植え付けてある杉苗の傍に、熊笹が三坪ほど地を隠すように茂って生えていた。,熊笹,"Near the plantation of young cedars beside and behind the bench, bamboo clumps grew about eleven feet square, so think that they seemed to hide the ground.",0.6347866654,,bamboo clumps,Generalization,最小化,「熊笹」を「bamboo clumps」と一般化し、日本固有の植物の種類という文化的な差異を、より普遍的な「竹の群生」という共通概念に収束（最小化）させている。
1210,縁台の横から後部へ掛けて植え付けてある杉苗の傍に、熊笹が三坪ほど地を隠すように茂って生えていた。,三坪,"Near the plantation of young cedars beside and behind the bench, bamboo clumps grew about eleven feet square, so think that they seemed to hide the ground.",0.6347866654,,eleven feet square,Adaptation,適応,「三坪」をターゲット文化圏で理解しやすい「eleven feet square」という具体的な面積に換算し、機能的にその広さを理解できるよう適応させている。
1219,懐中から蟇口を出して、五銭の白銅を小供の手に握らせた。,蟇口,"He took his purse from his bosom, and put a five sen coin in the boy’s hand.",0.6818122864,,his purse,Generalization,最小化,「蟇口」という口金のある特定の財布を「purse」という一般的な財布に一般化し、特定の形状による文化差を普遍的な概念に収束（最小化）させている。
1219,懐中から蟇口を出して、五銭の白銅を小供の手に握らせた。,五銭,"He took his purse from his bosom, and put a five sen coin in the boy’s hand.",0.6818122864,,five sen coin,Amplification,適応,キーワード「五銭」を「five sen coin」と増幅訳することで、「sen」という日本の固有通貨単位を提示しつつ、「coin」でその機能（貨幣）を補足し、ターゲット読者が理解できるよう適応させている。
1223,「今斥候長になってるところなんだよ」,斥候長,"”I am playing soldiers, I am a scount-master.”   ",0.6738144755,,scout-master,Calque,適応,「斥候長」を「scout-master」と語義的に直訳（カルク）し、日本的な役割をターゲット読者が機能的に理解できる英語圏のリーダー像に適応させている。
1238,眼の前にある樹は大概楓であったが、その枝に滴るように吹いた軽い緑の若葉が、段々暗くなって行くように思われた。,楓,"Almost all the trees in front of us were maples, and the delicate green leaves opened on their branches, bright and watery.But those leaves seemed to begin to look darker.",0.7830255032,,maples,Established equivalent,最小化,原文の「楓」を「maples」という定着した等価語で訳すことで、日本固有の文化的含意を強調せず、両文化に共通する一般的な樹木として差異を最小化している。
1240,遠い往来～～聞こえた。私はそれを村の男が植木か何かを載せて縁日へでも出掛けるものと想像した。,縁日,"I heard a waggon rumbling along the far-away road, and imagined a villager carrying plants and vegetables to a local fete.",0.6087418795,,a local fete,Adaptation,適応,「縁日」を「a local fete」と訳すことで、日本の文化的要素を、ターゲット読者がその機能的役割を理解できる類似の文化要素に置き換え、適応させている。
1286,それでも所々宅地の隅などに、豌豆の蔓を竹にからませたり、金網で鶏を囲い飼いにしたりするのが閑静に眺められた。,豌豆,"Yet at the corners  of these houses were tendrils of peas clinging to bamboo-sticks, or plots for hens covered with wirenetting, looking quiet and restful.",0.8403564095,,peas,Literal translation,最小化,原文「豌豆」を「peas」と直訳することで、日本固有の植物ではなく普遍的な概念として提示し、文化的な差異を意識させずに、両文化に共通する植物のイメージに収束（最小化）させている。
1286,それでも所々宅地の隅などに、豌豆の蔓を竹にからませたり、金網で鶏を囲い飼いにしたりするのが閑静に眺められた。,金網,"Yet at the corners  of these houses were tendrils of peas clinging to bamboo-sticks, or plots for hens covered with wirenetting, looking quiet and restful.",0.8403564095,,wirenetting,Literal translation,最小化,原文「金網」を「wirenetting」と直訳することで、特定の文化要素というよりも普遍的な素材として扱い、文化的な差異を最小化している。
1304,私の父の前には善人であったらしい彼らは、父の死ぬや否や許しがたい不徳義漢に変ったのです。,不徳義漢,"They, who seemed to be honest before my father, soon after his  death, became wicked, unforgivably wicked.",0.8094999194,,wicked,Generalization,最小化,「不徳義漢」を「wicked」と訳し、日本語特有の表現を「不道徳な、邪悪な」というより普遍的な概念に一般化することで、文化的な差異を最小化している。
1352,卒業式の日、私は黴臭くなった古い冬服を行李の中から出して着た。,行李,"On the graduation day, I put on an old winter suit,  which smelt of mould from its long residence in a baskettrunk.",0.7973490953,,a baskettrunk,Established equivalent,適応,「行李」を「a baskettrunk」と訳すことで、その形態と機能がターゲット読者に伝わる定着した表現を選び、日本の伝統的な収納具を機能的に理解できるよう適応させている。
1354,私は風の通らない厚羅紗の下に密封された自分の身体を持て余した。,厚羅紗,"I did not know what to do with my poor body, swathed in wool which did not allow the slightest ventilation.",0.6423524022,,wool,Generalization,最小化,原文の「厚羅紗」という具体的な毛織物の名称を「wool」というより一般的な素材名に一般化することで、文化的差異を普遍的な素材情報に収束（最小化）させている。
1366,先生のうちで飯を食うと、きっとこの西洋料理店に見るような白いリンネルの上に、箸や茶碗が置かれた。,箸,"Whenever I took dinner at his house, they always placed  the bowls and fuxshi 1 on the white linen cloth as  was the custom in foreign restaurants.",0.5545615554,,fuxshi,Borrowing,受容,「箸」を「fuxshi」と音写（借用）することで、日本文化固有の食具をそのまま提示し、読者にその存在の受容を求めている。
1366,先生のうちで飯を食うと、きっとこの西洋料理店に見るような白いリンネルの上に、箸や茶碗が置かれた。,茶碗,"Whenever I took dinner at his house, they always placed  the bowls and fuxshi 1 on the white linen cloth as  was the custom in foreign restaurants.",0.5545615554,,the bowls,Generalization,最小化,原文「茶碗」を「the bowls」と一般化することで、日本特有の食器という文化差を薄め、共通の「器」という上位概念に収束させている。
1374,「先生は癇性ですね」とかつて奥さんに告げた時、奥さんは「でも着物などは、それほど気にしないようですよ」と答えた事があった。,着物,"When I once remarked to his wife that he was sensitive, she replied,”But he does not trouble himself about his dress.”",0.6674745679,,his dress,Generalization,最小化,原文「着物」を「his dress」と一般化することで、日本文化の衣服の差異を普遍的な「服装」に収束させ、文化差を最小化している。
1381,「お目出とう」といって、先生が私のために杯を上げてくれた。私はこの盃に対してそれほど嬉しい気を起さなかった。,盃,"“ Congratulations,” the sensei said, and raised  his cup to me.These words did not produce the desired effect.",0.6833930016,,cup,Generalization,最小化,原文「盃」を「cup」と一般化することで、特定の酒器としての日本文化の差異を、普遍的な容器という概念に収束（最小化）させている。
